habilidade_code,component_id,description
EF05LP02,47cf50cd-aa10-4905-b8ce-0ed1c1ab24bf,Compare the meaning of a term used in a scientific field with its everyday meaning
EF05LP02,c03e2373-eeef-4e77-9b7a-1c8219e7fdfb,Interpret how context influences the meaning of words and phrases when reading or listening
EF08LI06,a676c7e2-0dcf-4011-9f40-f35923fb56d2,Read narrative texts in English such as short stories or novels
EF08LI06,d1c7b6be-9314-42b8-bf07-03e71f7ede0e,Identify cultural elements present in English-language narrative texts
EF08LI06,5b1fe6fe-ad9f-4a1b-92b9-3c6e0cd07c4b,Recognize the value of English-language literary heritage through engagement with narrative texts
EF08LI08,fa4908e4-b668-4c7c-a27a-4c829d8610ac,Contrast differing information or perspectives presented in two texts on the same topic
EF08LI08,a5613234-e385-41ba-8042-67a100fbaf0b,Compare how different authors interpret the same facts about a shared topic
EF08LI08,a8fffaac-170b-4a83-abe0-6156d072d681,Critically evaluate the content of a text by contrasting it with an alternative viewpoint
EF06LP11,018981ea-3e7b-4b20-8cf4-50d15d4f9361,Apply correct verb tense consistency when writing or speaking
EF06LP11,6b61147d-c158-4e6e-bf3d-b9d5384f0cc6,Apply nominal and verbal agreement rules in written text production
EF06LP11,5c1f2699-b375-48e5-a579-dc3c21a48f34,Apply spelling rules correctly in written text production
EF06LP11,fb6d5b7d-bc9a-40be-9daf-1d1df955dda7,Use punctuation correctly according to the norms of written Portuguese
EF06LP10,b728a6a7-e462-410a-a5cd-ec6824b24e62,Identify the noun phrase as an immediate constituent of the clause
EF06LP10,c6781c7b-95f2-4456-ac92-0c56d22a6d86,Distinguish noun phrases from verb phrases within a given clause
EF06LP09,aedc4316-6305-4a85-ac52-a59e20c7464c,Classify a sentence as simple based on its syntactic structure
EF06LP09,c4ce9c1f-813d-4b2c-b32b-3782a000aa03,Distinguish simple sentences from compound sentences within a text or textual sequence
EF06LP08,aea71adb-0208-4bee-b24d-cd0dd377d842,Identify a clause as a unit organized around a verbal nucleus in a text
EF06LP08,de37f3b4-7c36-48ce-9415-d23c55cac212,Identify a sentence as a set of connected clauses in a text
EF06LP08,b25bc936-103f-49a2-b706-acf195d57fec,Distinguish clauses from sentences in a given textual sequence
EF06LP07,8f76843c-653f-4ec9-8d3e-4ff466d66277,Identify compound sentences formed by clauses separated by commas without conjunctions
EF06LP07,55a38352-a4b7-4885-8936-f18539fa8164,Classify asyndetic compound sentences as formed by coordination
EF06LP07,aaa58d3b-4b1f-4b41-b68b-d0e82b1970d3,Distinguish coordinated clauses linked by commas from those linked by conjunctions in a text
EF06LP06,b1ec64e8-b23a-4048-9acc-46205fc54cdc,Apply nominal agreement rules between nouns and their determiners in written texts
EF06LP06,50977cbd-c4ba-4753-a2de-395814134379,Apply verbal agreement rules between the verb and a simple subject
EF06LP05,796d3363-7cfa-4668-8e88-af6036d065a6,Identify verbal moods used in a text
EF06LP05,51df47eb-de8c-4138-88d1-0d40b754cc98,Interpret the meaning effect produced by a specific verbal mood in context
EF06LP05,0a6ebb03-d2ef-4386-98bf-55a1c17fa324,Relate the choice of verbal mood to the text genre and communicative intent
EF08LI12,332d901c-43a4-4983-8cb5-b8d61d00bb57,"Identify vocabulary related to future plans, predictions, and expectations in English"
EF08LI12,8e41b965-a68b-432c-9320-d6cfe565428b,Use future-oriented expressions to describe personal or collective plans
EF08LI12,87f0e012-bb55-46da-93a4-5fa5f86ae8c4,Apply lexical items about predictions and expectations in context-appropriate sentences
EF08LI12,07f7bf04-bc0c-4413-b6d0-b9de739137eb,"Distinguish between vocabulary expressing plans, predictions, and hopes for the future"
EF08LI11,ca7cad5a-6c2d-4a07-92e5-61e3d7df19fb,"Plan a written text in English by defining audience, purpose, and content about future themes"
EF08LI11,d330cda5-858e-4dad-8840-4db6b216c619,Draft a text in English expressing dreams or future plans using an appropriate genre
EF08LI11,0cbd1b62-14f0-4004-815c-afbfbb594626,"Revise a draft to improve clarity, organization, or development of ideas"
EF08LI11,b9d8f095-8f61-44a8-ac10-a39865dfe5a5,Edit and prepare a final version of a text in English for publication or sharing
EF08LI10,742e4a85-20a6-4ca3-ac8e-4b43a5baac2c,"Identify sections of a text that require cuts, additions, or reformulations during revision"
EF08LI10,cb67704d-4d7a-406b-8c69-14e3c5f5f14f,"Apply revision strategies such as cutting, adding, and reformulating to improve a draft"
EF08LI10,48a7c4fc-9640-4ead-bbe6-ba08f34810a3,Correct language errors in a text to prepare it for final publication
EF07LI12,24c3ef0a-1680-4118-9d97-ca9d985604af,Identify the task and purpose before beginning a piece of writing
EF07LI12,130eaadf-ea54-46a6-a5bd-a35e3c657c88,Select an appropriate layout and medium for a planned text based on contextual factors
EF07LI12,64c9ed2b-e76d-4861-a930-15779100e8b1,"Organize ideas for writing by considering audience, purpose, layout, and medium together"
EF07LI11,569f2f5d-f856-402b-8256-4ceab957e55f,Express an opinion about a text read in or outside the classroom in English
EF07LI11,af1919b1-ecf2-4de3-a1e3-068ff723d493,Respond to peers' opinions about texts during classroom discussion exchanges
EF07LI11,b1cdfe90-a36d-47f6-bf25-7111699fca71,Share relevant information about a text read in an appropriate communicative context
EF07LI10,8a223e6b-a674-429d-a1d1-acdda4b814de,Evaluate the reliability of an English-language online source for academic use
EF07LI10,fb8e7186-c5b5-44d9-90a4-74c7d5a60778,Select appropriate English-language digital texts to support school research projects
EF07LI09,f089238c-2fec-4d6d-9be7-6f9a31a59027,Apply a given reading purpose to locate specific target information within a text
EF07LI09,4193f7a6-83a9-485e-9941-147d73136201,Use scanning strategies to find particular information in an English-language text
EF07LI09,c8a3505a-f157-40ce-a5e5-6d6e9b0449aa,Distinguish relevant evidence from irrelevant information when supporting a claim
EF07LI08,9faacf1f-eead-4af7-b0d1-fb664df20314,Determine the main idea of an informational text
EF07LI08,369f6469-6c2e-4761-8fd5-31a5361df227,Connect ideas across paragraphs to construct the overall meaning of a text
EF07LI08,ec6bc1b1-a842-4d00-8890-2f2165151442,Recognize cohesive devices that link paragraphs within a text
EF09LI02,3e00b05c-9e19-4666-b955-94bdd689e454,Identify key ideas in a text while reading or listening
EF09LI02,653a010d-c8d8-4e8b-be76-ba2a9ae27ddf,Record key ideas from a text using concise note-taking strategies
EF09LI02,aa04e160-dfbf-42d5-be55-c3805b2ce006,Organize notes taken from a text to reflect its main points accurately
EF06LI13,89ae9ab9-d72c-4e64-91e8-1b8693f30370,Generate ideas related to a given theme before beginning text production
EF06LI13,56a655a3-bfbd-4cde-a5df-8240fed1facc,Select relevant ideas for text production based on the specified subject matter
EF06LI13,0ecae841-7f6d-4718-8174-65820267befc,Organize generated ideas to plan the content of a text
EF09LI03,df43a970-71fc-4682-9e10-357a6448f3b6,Identify positions defended in an oral text on a topic of social or collective interest
EF09LI03,e72d7c5d-f3a2-49fc-a652-b835b7c29ad1,Analyze how speakers support or challenge positions in oral argumentative texts
EF09LI05,c3ad3ca1-13f1-4f94-bf34-cbdb42b52933,Identify persuasive word choice and wordplay used in advertising or propaganda texts
EF09LI05,48f81bba-5a64-4f96-90ed-8e0c79d54f8c,"Recognize how color, images, and font size function as persuasive elements in advertisements"
EF09LI05,6add49a4-d63d-4437-8384-73e2a80a44e9,Analyze how specific persuasive techniques combine to influence an audience in a given text
EF06LI11,10b36a4c-9319-40f9-82a0-f5cfab5e25e0,Navigate digital environments or applications designed for English vocabulary learning
EF06LI11,5f46a0e1-5c85-40b7-b6fb-03a5252d6b56,Use digital tools or apps to discover and record new English lexical items
EF06LI11,29475b03-ddb0-4dfe-80a8-e7c3ad19aa69,Expand English lexical repertoire through exploration of digital language resources
EF06LI10,f5fa19bc-8b8b-4509-8348-34371261051b,Identify the organizational structure of a bilingual print or online dictionary
EF06LI10,fa1c1651-4f25-4568-b451-90f0cb89b6e4,Use a bilingual dictionary to locate the meaning of unfamiliar English words
EF06LI10,b2a1c84e-71c3-406e-afa4-5133fd2e0795,Apply bilingual dictionary conventions to build English lexical repertoire
EF06LI09,390bba91-18a8-47d7-8792-e405297ac8e4,Use scanning strategies to locate specific information within an English-language text
EF06LI09,bacfc7d8-5249-4baa-a631-5a7a67a432ea,Distinguish the specific target information from surrounding text content
EF06LI08,e72f20e0-abdc-44dc-bd9d-88fed99dc782,Recognize cognate words in an English text to infer its topic
EF06LI08,15f28937-9bb6-4154-a802-6e1481586acb,Identify textual organization features that signal the topic of an English text
EF06LI08,9410d537-19b7-4ad0-b1c1-bedae551ff39,Determine the topic of a text by combining cognates and organizational cues
EF06LI07,148180cf-0bfc-4de7-8047-4fc8b1cf1b05,Recognize structural and graphic cues in an English text to formulate purpose hypotheses
EF06LI07,365b5ba6-027a-4970-8381-44ff0ada9054,Use textual organization features to predict the communicative purpose of a text
EF06LI07,18406e9d-cd59-4672-8c72-614352c470c2,Formulate and justify a hypothesis about the purpose of an English text based on visual and structural evidence
EF06LI06,5986b59e-bd47-4847-805f-e96d80b5f24e,"Plan an oral presentation about family, community, or school for a specific audience"
EF06LI06,8e720b8b-54b4-4c18-84f2-39732955fc31,Organize content for an oral presentation about personal or community topics
EF06LI06,43eca0f2-85e8-4759-bd60-fa579ec11f34,"Deliver an oral presentation in English about family, community, or school to the group"
EF06LI05,71ae5148-5268-438e-a392-e639c91b2613,Describe oneself and others using English vocabulary related to personal characteristics
EF06LI05,c85598d4-5af4-4aa9-a061-1b9438295e80,"Express likes, preferences, and routines in English using appropriate language forms"
EF06LI05,5f1bf8d8-4b76-4d69-8fbc-5a4ff1f7d53e,Convey personal information about oneself or others in an English communicative context
EF06LI04,958f02fe-0116-4980-8c96-bc505089ff2c,Identify the topic of an oral text on a familiar subject using cognates and contextual cues
EF06LI04,52deb3d2-8881-4a8c-ac3f-09490cb82408,Recognize main information in an oral English text on a familiar subject with contextual support
EF06LI04,33c72e34-a51d-45b8-9cec-038bcd0613f6,Use discourse context cues to support comprehension of oral texts on familiar topics
EF09LI12,acc10325-41da-453f-8396-8526553f8952,"Identify the communicative purpose of multimodal texts such as infographics, memes, and photo essays"
EF09LI12,82e383fe-7cee-46bb-9f81-954ac442e879,Select a text genre appropriate to communicate a position on a local or global collective issue
EF09LI12,69035a3d-4f85-444a-9438-16e5ea78ace6,Construct a multimodal text that expresses a clearly defined critical stance on a collective topic
EF09LI12,cc804414-0544-40c8-bbc1-b2ae43048fdb,"Integrate graphical, audio, or visual elements to clarify evidence and reasoning in a presentation"
EF09LI12,d246b5a2-76ea-4373-80ba-d0a77c486249,Evaluate the relevance and impact of a produced text for its intended audience and context of circulation
EF09LI11,5049435f-2d40-42ff-a54a-bf5cd702af9a,Identify verbal resources used to construct persuasion in advertising texts
EF09LI11,ef9f6661-ccfe-4e42-b270-52aa2d040f53,Analyze how verbal and nonverbal resources work together to persuade a target audience
EF09LI11,2646ee57-8a1f-4278-b306-038815ae1971,Produce an advertising text using verbal and nonverbal persuasive resources appropriate to its context of circulation
EF09LI10,28c18da3-fd37-48db-abde-7a9995f3d6e2,State a clear point of view or opinion on a topic or text in an opinion piece
EF09LI10,2573f768-6b2f-43a6-8fbc-d0d89804df5a,"Research data, evidence, and examples to support arguments on a proposed topic"
EF09LI10,05c61e81-9767-42e5-9a63-29a74c8a2432,Evaluate the relevance and sufficiency of evidence used to support an argument
EF09LI10,10f8fa7f-ab5b-4e85-9a2a-9d2378255578,Organize reasons and evidence in a logical sequence to support the claim
EF09LI10,8348e295-7a66-4225-a78c-69636375fc7a,Produce a written text that presents and defends a point of view using well-supported arguments
EF06LI18,17926c6d-9fb0-4910-87a8-05926869e805,Identify sounds present in English that differ from sounds in one's native language
EF06LI18,29e31f24-d6f6-407c-970c-233f07291de9,Compare pronunciation patterns of words in English with those in one's native or other known languages
EF06LI18,a4171832-d0b1-4ece-9e7a-8360d6e2083a,Recognize similarities in pronunciation between English words and words in one's native or other known languages
EF06LI17,49bced04-8914-4ea4-b2ef-e1c579d6d7df,"Identify vocabulary related to familiar topics such as school, family, and daily routine"
EF06LI17,16c74043-79b9-4f82-b649-2169f57670de,Use surrounding sentence context to infer the meaning of an unfamiliar word
EF06LI17,bd3b6580-8373-4ca5-8cbc-0a0784899b2b,Use vocabulary acquired through conversations and reading in oral and written responses
EF06LI16,e2133500-f94a-4c5b-8dea-d930d9893e90,Identify common expressions used for social interaction in English
EF06LI16,84ed95da-18d7-4fe9-996e-34a5f1c5e998,Recognize expressions used for classroom routines and instructions in English
EF06LI16,1879a8ce-e671-415f-9794-68b0c60c6829,"Use fixed expressions appropriately for greetings, requests, and classroom interaction in English"
EF01LP05,b7d718c4-c043-4a19-b4b0-baf418d1e732,Recognize that spoken words are represented in written language by sequences of letters
EF01LP05,b7d718c4-c043-4a19-b4b0-baf418d1e732,Recognize that spoken words are represented in written language by sequences of letters
EF01LP05,72d99206-d410-4708-8628-b6a30b480ee7,Distinguish alphabetic writing from other writing systems based on its sound-symbol correspondence
EF06LI15,fc02218c-0e9a-4a24-858c-391f3f0f753d,"Identify key features of written English genres such as comic strips, blog posts, and chats"
EF06LI15,5d41d456-bc14-4543-9b69-6b2e87f5dee7,"Write sentences in English describing oneself, one's family, friends, and personal preferences"
EF06LI15,46b1711e-5742-4fc2-8122-07b1d4c89d77,"Produce a short written text in English about one's routine, community, or school context"
EF06LI15,a6a5c638-b8bf-4a3b-a53f-2e92d1a5df1b,Select an appropriate genre and format to present personal or community-related content in written English
EF01LP06,07a3c733-b23f-4bee-a8c7-d2e8464b84a1,Segment spoken words into individual syllables
EF01LP06,dd60925f-f2d6-4800-8e3d-fb4681deb36c,Count syllables in spoken words
EF01LP06,f2602cdd-f417-4b88-a010-a2fc82b4e519,Identify syllable boundaries in words of varying lengths when spoken aloud
EF01LP08,353e7e04-45ce-47ae-b239-e1e633b61d32,Match spoken syllables to their corresponding written representations
EF01LP08,333a6abd-78a4-43a9-a8c4-b6373102b529,Identify the written representation of individual phonemes in simple words
EF01LP08,12105356-e333-42eb-8e73-dfc5ba62d57d,Map sound segments of a spoken word onto letters or letter groups in its written form
EF08LI04,c97e8129-8d6e-4605-8e4c-582110cbf09a,"Identify linguistic structures used to express future plans, predictions, and possibilities in English"
EF08LI04,fe21fa66-1199-4a0d-919e-9e38f4afa22f,"Distinguish between linguistic forms used for predictions, plans, and probabilities about the future"
EF08LI04,b87d99c8-973b-4796-8ea7-3e454270a464,Use appropriate linguistic resources to express future plans in oral or written English
EF08LI04,862c1b32-0879-449c-aef6-3e05f7df009d,Use appropriate linguistic resources to express predictions and probabilities about future events in English
EF08LI03,db989a8b-f82b-4663-ba1e-993e7f806f89,Identify the main topic of an oral text by connecting its key parts
EF08LI03,31f5d901-d0e7-4939-846d-4e478d622480,Extract relevant information from an oral text to construct its overall meaning
EF08LI03,89b9b99a-53a8-4d78-a4c2-633ae8283c51,Connect different sections of an oral text to build a unified understanding of its content
EF08LI02,eeaae653-d81c-4dfc-8d4a-c83dfa27c4cc,Identify linguistic resources such as hesitations and incomplete sentences in oral interaction
EF08LI02,6e9e6666-e461-45d4-8022-4996b337aca5,Recognize paralinguistic resources such as gestures and facial expressions used in oral interaction
EF08LI02,fa8ed08f-d375-4973-94b6-6ff4d2a4492f,Analyze how linguistic and paralinguistic resources contribute to meaning in oral communication
EF08LI01,95f68ac8-db38-48f4-9696-17017f4179f6,Use paraphrasing in English to clarify or resolve misunderstandings in oral interaction
EF08LI01,fe19ad7e-5ad7-4fa8-8f52-b9ae74cc570f,Share and justify personal opinions with reasons during collaborative interactions
EF08LI01,1a3e246e-cf9e-46e6-b878-a79bdcbc27b4,Clarify information in English by providing explanations or justifications when needed
EF07LI23,3ff5d4f5-257c-4acc-9173-87bdf6ff263e,Identify examples of linguistic variation as expressions of different cultural worldviews
EF07LI23,b46ed294-1325-47f3-91cc-c1d1a14e21c8,Recognize that different varieties of a language reflect distinct ways of thinking and expressing the world
EF07LI23,42a289c6-7cf6-42db-b378-32b1b20d67e9,Analyze how linguistic variation manifests differences in cultural perspective and expression
EF07LI22,4828b8a3-613a-4b5e-a603-a5f53ce05356,Identify different varieties and accents of spoken English across contexts and communities
EF07LI22,b4a98361-7f10-4c21-89db-113d8f0ec042,Recognize linguistic prejudice related to non-standard varieties of English
EF07LI22,2b2c81fd-b8ed-473d-9636-20f501b50eed,Explain linguistic variation as a natural and inherent phenomenon of any language
EF07LI21,c88e88ea-a58b-447e-a70b-d983a297dd3f,Identify contexts and domains in which English is used as a global language
EF07LI21,56e90b61-2acb-4711-9cf0-c43bc929daf4,Analyze reasons for the widespread reach of English in a globalized world
EF07LI21,899313e3-cff4-4aa0-91df-9d59b7214385,Recognize the diversity of communities and purposes for which English is used internationally
EF07LI20,074a2573-cb63-4576-bd34-dd34b7cee31d,Use the modal verb can to describe abilities in the present
EF07LI20,d674c38d-5c20-4deb-a1d0-ace2c9efbfae,Distinguish between the use of can and could to express present and past abilities respectively
EF07LI19,bf7130b6-8711-49bc-b676-9eda162bb171,Distinguish between subject pronouns and object pronouns in English sentences
EF07LI19,64f1defc-e812-437f-b237-808d5e8e03ff,Use personal pronouns correctly as subjects and objects in sentences
EF07LI18,4f2704b8-a474-4483-890f-b8374dea6d4a,Form the simple past tense of regular and irregular verbs correctly
EF07LI18,0e3fa710-3131-4a74-bbc1-7a06ba6aae59,Use past progressive tense to describe ongoing past actions in writing
EF07LI18,39b45b5a-8398-4ceb-bba3-533e36bd85fb,Distinguish between the simple past and past continuous to express relationships of sequence and causality
EF07LI17,1000aa2d-21e7-4b1b-b4eb-fc39fddbd1b6,Distinguish between multiple meanings of a word based on its context in a sentence
EF07LI17,3a9ed4bc-439c-4543-b9b4-514985bb32ca,Distinguish between different senses of a polysemous word in a given sentence
EF07LI17,627b1c82-0ee9-4c4c-8590-4b9ff5c02e37,Determine the meaning of a word or phrase based on contextual clues in surrounding text
EF07LI17,df67cb86-da5a-4519-af7a-12dda33eb87e,Interpret the meaning of words with multiple meanings within their specific textual context
EF07LI16,42ba18e5-ed1a-4995-ab95-ae5fa27d9fc1,"Recognize the three pronunciation patterns of regular past tense -ed endings (/t/, /d/, /ɪd/)"
EF07LI16,90abf142-2a6c-4278-8558-baacf4b6cabc,Classify regular past tense verbs according to their -ed ending pronunciation
EF07LI16,2bf4b0af-4841-42c0-b968-426c7e2b68b6,Apply correct pronunciation of -ed endings when reading regular past tense verbs aloud
EF07LI15,c257f18a-5223-4f3e-9277-ce71acabe13d,Distinguish between regular and irregular past tense verb forms in context
EF07LI15,05563457-ce26-4df8-8a68-07c48202ebac,"Use prepositions of time (in, on, at) correctly with past time expressions"
EF07LI15,6c846ffd-6ed3-443c-b387-c394f325a3ea,"Use conjunctions such as and, but, or, so, and because to connect ideas in writing"
EF07LI15,4207ed09-8458-41c2-8f63-dab82e14433d,Produce sentences using past verb forms alongside appropriate time prepositions and connectors
EF07LI14,82c41ac0-3cb4-4ac2-958c-ffc93f6d9825,"Identify key features of texts about past events and historical figures (timelines, biographies, encyclopedia entries, blogs)"
EF07LI14,77fafdba-dd85-48dd-ae36-eb800c1cf710,Use past tense verb forms to narrate events and describe historical figures in writing
EF07LI14,62d394bc-48f1-438e-acbb-34998172f356,Produce a structured written text about a past event or historical figure in an appropriate genre
EF07LI14,28809e59-45cd-4df3-925c-6cfd0f13c054,Select genre-appropriate language and organizational features when writing about past events
EF07LI13,5203bf0e-97b0-4214-85ba-23ae072a41f0,Group related information into paragraphs or sections in an informational text
EF07LI13,0cc59e95-896e-4933-91a6-a9b02d4ac926,Introduce a topic clearly and organize informational or explanatory content logically
EF07LI13,f943cd6f-a3a2-499a-85e3-3dabbe00f2b7,"Select graphic organization, medium, and format appropriate to the text's purpose"
EF07LI13,d9981689-d513-453d-b0bd-001fca3876fd,Explain how a paragraph's organizational structure supports the overall meaning of a text
EF01LP10,900ed6dc-b44e-43e8-b951-6b2c98a420c3,Name any upper- or lowercase letter of the alphabet when shown it in isolation
EF01LP10,58cfae1a-5a70-46bc-b33b-8d8702723cbe,Recite the letters of the alphabet in correct sequential order
EF01LP09,12af0f28-c72a-4288-9cf2-804331292389,Compare two words by listening to the sounds of their initial syllables
EF01LP09,57a746c3-280b-4f9e-9b61-da7324f7a51e,Identify similarities between the initial syllable sounds of two or more words
EF01LP07,0f3b876f-624d-4471-9bd5-4c731bbb3c6a,Distinguish spoken words by identifying individual phonemes within them
EF01LP07,5e6fb641-f81d-4745-bbfd-5d4dff0030bf,Identify the letter that corresponds to a given consonant sound in spoken words
EF01LP07,e12b4774-ed28-40ba-a13d-0629a4d7237a,Distinguish between different phonemes and their corresponding written representations
EF08LI05,9479cf95-7fb6-484a-8839-37507ee3e278,Distinguish between explicitly stated information and inferences drawn from a text
EF08LI05,27815c1f-c89a-48ba-8f50-586968306453,Infer relationships between ideas that are not directly expressed in a text
EF08LI05,adf587b0-4f38-4e58-81d5-c397e3c3ad06,Select textual evidence to support an inference drawn from a literary text
EF08LI05,89899e92-2e50-4c5a-baab-7a5382cc57d2,Make logical inferences based on textual evidence from a reading
EF06LI14,fef37d2d-ad7b-40d3-a518-f65af8148f0d,Identify the structure and purpose of a given text type
EF06LI14,fd079d2d-4ec1-4a89-b3a0-1f1eb8092d1c,Select ideas relevant to the structure and purpose of the text being produced
EF06LI14,cd135a5c-3894-4564-bf3e-20cf60ee4704,Organize writing in a structure appropriate to the task and purpose
EF06LI12,f208e697-e1d1-4d3e-afeb-78e6438154e3,Identify the main topic of an informational text
EF06LI12,7d2a3068-f96b-41a1-a4ab-42472618d95e,Share personal ideas about what a text informs or communicates
EF06LI12,eaf5cb26-69c7-4fae-96ca-2ad2632e7eb6,Respond to peers' ideas about a shared text during discussion
EF09LI01,437246a6-8af8-436b-a601-deee2182b627,Express a clearly stated point of view in English on a given topic
EF09LI01,62f26e18-dc0c-4125-88c5-519b5a2f835c,Construct arguments in English to support a stated point of view
EF09LI01,3df261cf-870f-4e13-afa2-6adbf88c842f,Formulate counterarguments in English to address opposing positions
EF09LI01,5316d9d4-bfec-48d0-91ad-dc2eef839f62,Select linguistic resources in English appropriate to context and communicative effectiveness
EF09LI01,f2103187-4d5d-4bf1-b467-8e201346fb9e,Evaluate the clarity and persuasiveness of arguments presented in English
EF08LI20,90fb7438-adde-4844-8a48-7899f62a132e,Identify cultural factors that may cause misunderstandings between English speakers from different backgrounds
EF08LI20,3d43d9dc-de0f-4eef-b115-d94c7232063d,Explain how differences in cultural norms can hinder mutual understanding in English communication
EF08LI20,66332b42-a09a-4e3c-b844-4dc9efe95571,Analyze a communication scenario to detect potential cultural barriers to understanding
EF08LI19,50b70ad6-db85-4220-a7dd-48314033aa34,"Identify expressions, gestures, or behaviors that carry culturally specific meanings"
EF08LI19,2417b455-c34c-4f6e-99d0-b5a18c2e413d,Explain how cultural factors influence the interpretation of gestures and expressions
EF08LI19,71e3ad3e-12fd-4a0e-8565-c8dfde7b15e4,Compare how the same expression or behavior may be interpreted differently across cultures
EF08LI18,8fbefbda-412b-4f82-8ee3-581faf1ba87f,Identify artistic and cultural expressions associated with the English language across various art forms
EF08LI18,bb211d63-5180-483a-8c79-52c2ed82418e,Describe cultural practices and values reflected in English-language artistic or cultural expressions
EF08LI18,53794405-aef4-4b8f-a7f2-83b79683660c,Compare cultural expressions from different English-speaking communities to recognize diversity
EF08LI18,b4cb7978-82c0-4cf1-a2f1-2e43440f8edf,Evaluate the importance of valuing diversity when engaging with English-language cultural expressions
EF08LI17,52065278-f318-4cdd-a980-6c0f49e44e43,"Identify relative pronouns (who, whose, whom, which, that) in sentences"
EF08LI17,16dc807f-56ba-4476-9d4d-6c9c5faa1310,Construct a complex sentence by combining two clauses using an appropriate relative pronoun
EF08LI17,389758bd-78f7-4abf-acad-99bd27e20637,"Use relative clauses with who, which, that, and whose intelligibly in written and spoken production"
EF08LI16,2314b204-c799-42ae-8b0f-41bbd0414350,"Distinguish between the uses of some and any in affirmative, negative, and interrogative sentences"
EF08LI16,cffbca39-ad6c-4e62-b23e-299f28c9a1ab,Distinguish between the uses of many and much with countable and uncountable nouns
EF08LI16,2af0ba44-3094-422d-aa56-74bf87bab036,"Use some, any, many, and much correctly and intelligibly in sentences"
EF08LI15,38da6400-23b4-4281-9b53-c1d89a028a75,Form comparative and superlative forms of regular and common irregular adjectives
EF08LI15,cb9d0a83-492e-4b76-aa56-6646b193c7b8,Use comparative adjective forms to compare two qualities or quantities
EF08LI15,bed7c934-523e-47eb-a4f2-d53dcbb389b6,Use superlative adjective forms to express the highest or lowest degree among three or more items
EF08LI14,50492e47-74fc-40ad-ae74-30505fa78fc8,Use will to make predictions about the future
EF08LI14,5345b646-f303-4489-a666-4e122a2b0b0b,Use going to to describe plans and expectations about the future
EF08LI14,78d95ed6-3322-4ca9-abc6-3ee80cb83a1e,Distinguish between will and going to based on communicative context
EF08LI14,44e2c172-05d7-4354-b269-1cede78778e9,"Produce sentences using future verb forms to describe plans, expectations, or predictions"
EF08LI13,c55e02cc-c91c-4aa4-a966-5660289efce4,Identify common suffixes in English and describe their effect on word meaning or grammatical class
EF08LI13,b6407e0a-a7f1-447e-80a9-057a8f15857c,Apply knowledge of prefixes and suffixes to clarify the meaning of unfamiliar words
EF04LP01,92e3fb95-2b3e-4439-90ea-b3c5273d3b86,Apply direct phoneme-grapheme correspondence rules to spell words correctly
EF04LP01,c1314361-e947-4164-8268-b3a3c105e4c1,Distinguish between direct and context-dependent spelling rules when writing words
EF04LP01,7d422d9b-24df-48c9-9029-b6c80a96caf1,Identify the appropriate spelling rule required by a given phoneme in context
EF03LP27,662994cd-c9e4-4f92-bbcc-3dabb4ccba55,Recite cordel literature texts observing their characteristic rhyme schemes
EF03LP27,538a1f18-2cbc-4d6d-99b4-4751d7cd67a1,Perform repentes and emboladas adhering to their improvised vocal rhythm and melody
EF03LP27,de7a6c4d-0bdc-47a0-b90b-4399b08719a5,"Identify and reproduce rhyme patterns in cordel, repente, and embolada texts"
EF03LP27,0a660d4b-cb20-47c0-973f-30f0f7f5edee,Maintain appropriate rhythm when performing northeastern Brazilian oral poetry genres
EF03LP26,a9e88edd-c1c8-4c63-ba45-1f830d0aa983,Apply formatting features such as headings to aid reader comprehension
EF03LP26,502080c4-da74-4b7d-b03c-708a675ffc84,"Reproduce layout elements of research reports, including steps, tables, graphs, and illustrations"
EF03LP26,3e550bb7-6b5a-4a0b-961b-19b9e886be92,Recognize how genre-specific layout elements are adapted in oral versions of reports
EF03LP26,048bcb12-58d3-4b96-bdb1-d561b3ba961c,Distinguish the structural organization of observation reports from other informational genres
EF03LP25,b89d9ea9-23e5-467e-a27a-b51a263d23a6,Plan a text to present results of observations or research for a specific communicative situation
EF03LP25,a277183f-b51b-4522-b70d-c58a81419905,Produce a research or observation report incorporating relevant visual elements such as images or graphs
EF03LP25,c2d98125-76a6-42f1-9de5-eec847ad286a,Select and integrate graphics or multimedia to clarify complex information
EF03LP25,f268696a-38fa-4336-8477-bde9bbf1930a,"Write for a range of audiences adjusting tone, content, and format appropriately"
EF03LP24,b99fe7e3-d9d6-42ca-9264-5a8e78db0dba,Read and independently comprehend observation reports considering the communicative situation
EF03LP24,d29f663b-a555-493a-8114-6554080fc8e4,Read and independently comprehend research reports drawn from informational sources
EF03LP24,246159e4-d9de-489e-82f5-76d00e24ed49,Identify the main topic and key details in an informational text
EF03LP24,56d360d6-413a-44b1-83d3-3acadc300652,Distinguish between relevant and irrelevant supporting information for a given topic
EF03LP23,73007a22-489c-4db0-b959-d69865c2e7a4,Identify adjectives used in reader letters or complaint letters addressed to media outlets
EF03LP23,541dcd0b-e38d-4fbd-bc33-22122f50f252,Analyze the persuasive or expressive function of adjectives in letters to print or digital media
EF03LP23,e2f064d0-1b8e-48f2-afca-20dcdf32dae7,Explain how adjective choices contribute to the writer's opinion in media letters
EF03LP22,57bbca1f-b3d5-4f14-8d7a-1954c22cc8d5,Plan a children's television news broadcast considering genre-specific speech organization
